,datetime_event_began,NERC_region,area_affected,event_type,demand_loss_(MW),number_of_customers_affected,datetime_of_restoration,datetime_of_restoration_cleaned,datetime_event_began_cleaned
1061,2011-09-29 18:44:00,WECC,"Collins Substation, Tacoma, Washington",Vandalism,,0,2023-12-05 16:00:00,2023-12-05 16:00:00,2011-09-29 18:44:00
1062,2011-09-30 08:22:00,RFC,"Wilmington, Delaware",Suspected Physical Attack,0,0,2023-12-05 08:22:00,2023-12-05 08:22:00,2011-09-30 08:22:00
1063,2011-10-06 11:07:00,WECC,"Oquirrh Substation, Utah",Vandalism,0,0,2023-12-05 11:07:00,2023-12-05 11:07:00,2011-10-06 11:07:00
1064,2011-10-07 08:04:00,WECC,"Olympic Pipeline, Spanaway, Washington",Suspected Physical Attack,,0,2023-12-05 16:00:00,2023-12-05 16:00:00,2011-10-07 08:04:00
1065,2011-10-14 14:20:00,RFC,"English Creek, New Jersey",Vandalism,0,0,2023-12-05 14:20:00,2023-12-05 14:20:00,2011-10-14 14:20:00
1066,2011-10-17 03:34:00,RFC,"Seat Pleasant, Maryland",Vandalism,0,0,2023-12-05 10:42:00,2023-12-05 10:42:00,2011-10-17 03:34:00
1067,2011-10-17 15:44:00,RFC,Southwest Ohio,Vandalism,7,2000,2023-12-05 15:44:00,2023-12-05 15:44:00,2011-10-17 15:44:00
1068,2011-10-18 03:45:00,RFC,"Holmesburg Substation, Philadelphia, Pennsylvania",Suspected Physical Attack,0,0,2023-12-05 05:25:00,2023-12-05 05:25:00,2011-10-18 03:45:00
1069,2011-10-20 07:15:00,RFC,"McKee, New Jersey",Vandalism,0,0,2023-12-05 07:15:00,2023-12-05 07:15:00,2011-10-20 07:15:00
1070,2011-10-24 23:37:00,RFC,"Holmesburg Substation, Philadelphia, Pennsylvania",Suspected Physical Attack,0,0,2023-12-05 23:00:00,2023-12-05 23:00:00,2011-10-24 23:37:00
1071,2011-10-26 05:00:00,WECC,"Denver; Ft. Collins, Colorado",Severe Weather,0,204000,2023-12-05 15:00:00,2023-12-05 15:00:00,2011-10-26 05:00:00
1072,2011-10-27 01:00:00,RFC,"Munster, Indiana",Vandalism,,0,2023-12-05 02:36:00,2023-12-05 02:36:00,2011-10-27 01:00:00
1073,2011-10-29 08:59:00,RFC,Pennsylvania,Severe Weather,0,312359,2023-12-05 19:58:00,2023-12-05 19:58:00,2011-10-29 08:59:00
1074,2011-10-29 08:59:00,RFC,Pennsylvania,Severe Weather,0,50000,2023-12-05 15:00:00,2023-12-05 15:00:00,2011-10-29 08:59:00
1075,2011-10-29 09:59:00,RFC,Northwest and Central New Jersey,Severe Weather,0,379000,2023-12-05 13:00:00,2023-12-05 13:00:00,2011-10-29 09:59:00
1076,2011-10-29 11:18:00,NPCC,Southeast New York,Severe Weather,0,161151,2023-12-05 00:00:00,2023-12-05 00:00:00,2011-10-29 11:18:00
1077,2011-10-29 12:57:00,RFC,"Harrisburg, Lehigh Valley, Lancaster Region Pennsylvania",Severe Weather,0,146721,2023-12-05 23:00:00,2023-12-05 23:00:00,2011-10-29 12:57:00
1078,2011-10-29 14:00:00,RFC,Southeast Pennsylvania,Severe Weather,0,109335,2023-12-05 14:00:00,2023-12-05 14:00:00,2011-10-29 14:00:00
1079,2011-10-29 14:30:00,RFC,New Jersey,Severe Weather,125,197000,2023-12-05 12:00:00,2023-12-05 12:00:00,2011-10-29 14:30:00
1080,2011-10-29 15:00:00,NPCC,"Mid-Hudson Valley Region, New York",Severe Weather,,145000,2023-12-05 08:15:00,2023-12-05 08:15:00,2011-10-29 15:00:00
1081,2011-10-29 16:14:00,NPCC,Connecticut; Maine; Massachusetts; New Hampshire; Rhode Island,Severe Weather,0,1418100,2023-12-05 16:00:00,2023-12-05 16:00:00,2011-10-29 16:14:00
1082,2011-10-29 16:16:00,NPCC,New York City area,Severe Weather,0,50000,2023-12-05 21:30:00,2023-12-05 21:30:00,2011-10-29 16:16:00
1083,2011-10-29 20:00:00,NPCC/RFC,New Jersey; New York,Severe Weather,,74000,2023-12-05 20:00:00,2023-12-05 20:00:00,2011-10-29 20:00:00
1084,2011-11-04 10:46:00,WECC,"Sweetwater County, Wyoming",Vandalism,0,0,2023-12-05 10:46:00,2023-12-05 10:46:00,2011-11-04 10:46:00
1085,2011-11-13 11:30:00,NPCC,"Cate Road, Deerfield, New Hampshire",Vandalism,0,0,2023-12-05 12:00:00,2023-12-05 12:00:00,2011-11-13 11:30:00
1086,2011-11-14 14:24:00,RFC,"McKee, New Jersey",Vandalism,0,0,2023-12-05 14:24:00,2023-12-05 14:24:00,2011-11-14 14:24:00
1087,2011-11-22 23:16:00,RFC,Indiana,Suspected Physical Attack,0,0,2023-12-05 23:16:00,2023-12-05 23:16:00,2011-11-22 23:16:00
1088,2011-11-30 10:00:00,WECC,"Orchard Substation, Washington",Vandalism,0,0,2023-12-05 11:00:00,2023-12-05 11:00:00,2011-11-30 10:00:00
1089,2011-11-30 16:56:00,WECC,"City of Los Angeles, California",Severe Weather,0,150000,2023-12-05 10:00:00,2023-12-05 10:00:00,2011-11-30 16:56:00
1090,2011-12-01 00:45:00,WECC,Southern California,Severe Weather,0,91690,2023-12-05 21:00:00,2023-12-05 21:00:00,2011-12-01 00:45:00
1091,2011-12-01 03:29:00,WECC,Northern California,Severe Weather,300,100000,2023-12-05 13:05:00,2023-12-05 13:05:00,2011-12-01 03:29:00
1092,2011-12-01 10:00:00,WECC,Wasatch Front Area Utah,Severe Weather,0,60000,2023-12-05 13:11:00,2023-12-05 13:11:00,2011-12-01 10:00:00
1093,2011-12-02 16:15:00,TRE,Rusk County Texas,Suspected Physical Attack,,0,2023-12-05 20:30:00,2023-12-05 20:30:00,2011-12-02 16:15:00
1094,2011-12-05 14:00:00,WECC,"Tacoma, Washington",Suspected Physical Attack,,0,2023-12-05 17:00:00,2023-12-05 17:00:00,2011-12-05 14:00:00
1095,2011-12-06 08:00:00,MRO,"Bismarck-Mandan, North Dakota",Public Appeal to Reduce Electricity Usage,155,34500,2023-12-05 20:00:00,2023-12-05 20:00:00,2011-12-06 08:00:00
1096,2011-12-06 17:38:00,RFC,"Montague, Michigan",Suspected Physical Attack,0,0,2023-12-05 11:04:00,2023-12-05 11:04:00,2011-12-06 17:38:00
1097,2011-12-07 19:29:00,SERC,Central Virginia,Severe Weather,240,60000,2023-12-05 22:57:00,2023-12-05 22:57:00,2011-12-07 19:29:00
1098,2011-12-08 08:45:00,WECC,"Tacoma, Washington",Suspected Physical Attack,,0,2023-12-05 16:30:00,2023-12-05 16:30:00,2011-12-08 08:45:00
1099,2011-12-13 03:19:00,RFC,Clinton County Ohio,Suspected Physical Attack,,0,2023-12-05 03:19:00,2023-12-05 03:19:00,2011-12-13 03:19:00
1100,2011-12-19 08:48:00,WECC,"Croft Substation, Tacoma, Washington",Suspected Physical Attack,,0,2023-12-05 16:00:00,2023-12-05 16:00:00,2011-12-19 08:48:00
1101,2011-12-20 07:45:00,WECC,"Sweet Home, Oregon",Suspected Physical Attack,12,2500,2023-12-05 08:45:00,2023-12-05 08:45:00,2011-12-20 07:45:00
1102,2011-12-20 09:30:00,WECC,"Tacoma, Washington",Suspected Physical Attack,,0,2023-12-05 09:31:00,2023-12-05 09:31:00,2011-12-20 09:30:00
1103,2011-12-21 10:30:00,WECC,"Boise, Idaho",Suspected Cyber Attack,0,0,2023-12-05 10:30:00,2023-12-05 10:30:00,2011-12-21 10:30:00
1104,2011-12-31 21:26:00,WECC,"Tacoma, Washington",Suspected Physical Attack,,0,2023-12-05 21:26:00,2023-12-05 21:26:00,2011-12-31 21:26:00
1105,2012-01-04 12:14:00,WECC,"Tacoma, Washington",Suspected physical attack,,0,2012-01-04 12:14:00,2012-01-04 12:14:00,2012-01-04 12:14:00
1106,2012-01-05 10:35:00,SPP,"CSWS/AEP West territory, Oklahoma",Sabotage,0,0,2012-01-05 12:25:00,2012-01-05 12:25:00,2012-01-05 10:35:00
1107,2012-01-05 10:28:00,SPP,"Creek County, Oklahoma",Suspected physical attack,,0,2012-01-05 12:25:00,2012-01-05 12:25:00,2012-01-05 10:28:00
1108,2012-01-09 14:30:00,NPCC,"Watertown, Connecticut",Vandalism,,0,2012-01-09 15:30:00,2012-01-09 15:30:00,2012-01-09 14:30:00
1109,2012-01-09 13:36:00,SERC,Louisiana,Load Shed,150,1,2012-01-11 01:05:00,2012-01-11 01:05:00,2012-01-09 13:36:00
1110,2012-01-10 21:30:00,TRE,"Rusk County, Texas",Load Shed,,0,2012-01-10 21:30:00,2012-01-10 21:30:00,2012-01-10 21:30:00
1111,2012-01-11 07:19:00,WECC,Nevada,Suspected Physical Attack,0,0,2012-01-11 09:07:00,2012-01-11 09:07:00,2012-01-11 07:19:00
1112,2012-01-12 08:26:00,RFC,"Newark, Delaware",Physical Attack,0,0,2012-01-12 08:26:00,2012-01-12 08:26:00,2012-01-12 08:26:00
1113,2012-01-13 09:20:00,RFC,"Newark, Delaware",Physical Attack,0,0,2012-01-13 09:20:00,2012-01-13 09:20:00,2012-01-13 09:20:00
1114,2012-01-15 09:35:00,WECC,"Tacoma, Washington",Vandalism,,0,2012-01-15 09:35:00,2012-01-15 09:35:00,2012-01-15 09:35:00
1115,2012-01-17 10:31:00,TRE,"Austin, Texas",Suspected Cyber Attack,,0,2012-01-17 17:21:00,2012-01-17 17:21:00,2012-01-17 10:31:00
1116,2012-01-19 07:00:00,WECC,"King, Pierce and Thurston Counties, Washington",Severe Weather - Winter Storm,1600,426000,2012-01-20 15:00:00,2012-01-20 15:00:00,2012-01-19 07:00:00
1117,2012-01-24 11:22:00,WECC,"Tacoma, Washington",Vandalism,,0,2012-01-24 11:22:00,2012-01-24 11:22:00,2012-01-24 11:22:00
1118,2012-01-27 09:40:00,WECC,"Frederickson Substation, Spanaway, Washington",Vandalism,,0,2012-01-27 09:40:00,2012-01-27 09:40:00,2012-01-27 09:40:00
1119,2012-01-29 12:45:00,WECC,"Roosevelt Substation, Tacoma, Washington",Vandalism,,0,2012-01-29 12:45:00,2012-01-29 12:45:00,2012-01-29 12:45:00
1120,2012-02-11 08:47:00,WECC,"Lamar, Colorado",Suspected Physical Attack,0,0,2012-02-11 10:30:00,2012-02-11 10:30:00,2012-02-11 08:47:00
1121,2012-02-11 08:55:00,WECC,"Tacoma, Washington",Suspected Physical Attack,,0,2012-02-11 08:55:00,2012-02-11 08:55:00,2012-02-11 08:55:00
1122,2012-02-13 07:02:00,SERC,"Asheville, North Carolina",Suspected Physical Attack,,0,2012-02-13 16:25:00,2012-02-13 16:25:00,2012-02-13 07:02:00
1123,2012-02-14 19:20:00,WECC,"Tacoma, Washington",Suspected Physical Attack,,0,2012-02-15 16:00:00,2012-02-15 16:00:00,2012-02-14 19:20:00
1124,2012-02-15 05:33:00,WECC,"Port Orchard, Washington",Suspected Physical Attack,0,0,2012-02-15 17:30:00,2012-02-15 17:30:00,2012-02-15 05:33:00
1125,2012-02-17 03:00:00,SERC,"Little Rock, Arkansas",Suspected Cyber Attack,0,0,2012-02-17 11:33:00,2012-02-17 11:33:00,2012-02-17 03:00:00
1126,2012-02-19 17:00:00,SERC,"Kentucky, Virginia, West Virginia",Severe Weather - Winter Storm,0,90000,2012-02-21 07:33:00,2012-02-21 07:33:00,2012-02-19 17:00:00
1127,2012-02-23 05:45:00,TRE,"South East College Station, Texas",Suspected Physical Attack,0,0,2012-02-23 15:02:00,2012-02-23 15:02:00,2012-02-23 05:45:00
1128,2012-02-23 23:12:00,NPCC,"Londonderry, New Hampshire",Suspected Physical Attack,0,0,2012-02-24 01:00:00,2012-02-24 01:00:00,2012-02-23 23:12:00
1129,2012-02-24 11:24:00,WECC,"Spanaway, Washington",Suspected Physical Attack,,0,2012-02-24 11:49:00,2012-02-24 11:49:00,2012-02-24 11:24:00
1130,2012-02-28 02:59:00,WECC,"Sacramento, California",Electrical System Separation (Islanding),1,1,2012-02-28 06:12:00,2012-02-28 06:12:00,2012-02-28 02:59:00
1131,2012-02-28 07:00:00,WECC,Coos County Oregon,Suspected Physical Attack,0,0,2012-02-28 07:00:00,2012-02-28 07:00:00,2012-02-28 07:00:00
1132,2012-03-02 12:37:00,SERC,Northern Alabama; Southeast Tennessee,Severe Weather - Tornadoes ,500,0,2012-03-05 12:01:00,2012-03-05 12:01:00,2012-03-02 12:37:00
1133,2012-03-02 13:45:00,SERC,"Piggott, Arkansas",Operational Failure/Equipment Malfunction,,0,2012-03-02 15:30:00,2012-03-02 15:30:00,2012-03-02 13:45:00
1134,2012-03-02 21:00:00,RFC,"Southeastern, Michigan",Severe Weather - Winter Storm,371,130000,2012-03-05 16:30:00,2012-03-05 16:30:00,2012-03-02 21:00:00
1135,2012-03-02 21:00:00,RFC,"Lower Peninsula, Michigan",Severe Weather - Winter Storm,50,140000,2012-03-04 17:30:00,2012-03-04 17:30:00,2012-03-02 21:00:00
1136,2012-03-04 01:27:00,RFC,"Prince Georges County, Maryland",Suspected Physical Attack,,0,2012-03-04 06:58:00,2012-03-04 06:58:00,2012-03-04 01:27:00
1137,2012-03-04 13:38:00,SERC,Texas,Suspected Physical Attack,0,0,2012-03-05 11:00:00,2012-03-05 11:00:00,2012-03-04 13:38:00
1138,2012-03-16 16:00:00,RFC,"New Castle, Delaware",Suspected Physical Attack,0,0,2012-03-16 16:00:00,2012-03-16 16:00:00,2012-03-16 16:00:00
1139,2012-03-20 08:00:00,TRE,"Houston, Texas",Severe Weather - Thunderstorms,,96000,2012-03-20 13:00:00,2012-03-20 13:00:00,2012-03-20 08:00:00
1140,2012-03-23 19:34:00,RFC,"Newark, Delaware",Suspected Physical Attack,0,0,2012-03-23 19:34:00,2012-03-23 19:34:00,2012-03-23 19:34:00
1141,2012-03-26 13:24:00,WECC,"Tacoma, Washington",Suspected Physical Attack,,0,2012-03-26 13:24:00,2012-03-26 13:24:00,2012-03-26 13:24:00
1142,2012-03-28 10:17:00,WECC,"Graham, Washington",Suspected Physical Attack,,0,2012-03-28 10:17:00,2012-03-28 10:17:00,2012-03-28 10:17:00
1143,2012-03-29 12:01:00,RFC,"Lansing, Michigan",Electrical System Separation (Islanding),0,0,2012-03-29 12:02:00,2012-03-29 12:02:00,2012-03-29 12:01:00
1144,2012-03-30 11:10:00,NPCC,Vermont,Suspected Physical Attack,,0,2012-03-30 11:30:00,2012-03-30 11:30:00,2012-03-30 11:10:00
1145,2012-04-01 20:27:00,MRO,"Council Bluffs, Iowa",Vandalism,0,0,2012-04-03 08:28:00,2012-04-03 08:28:00,2012-04-01 20:27:00
1146,2012-04-03 11:10:00,NPCC,"West Rutland, Vermont",Vandalism,0,0,2012-04-03 11:25:00,2012-04-03 11:25:00,2012-04-03 11:10:00
1147,2012-04-03 15:33:00,WECC,"Seattle, Washington",Physical Attack,0,0,2012-04-03 20:25:00,2012-04-03 20:25:00,2012-04-03 15:33:00
1148,2012-04-04 15:32:00,WECC,"WAPA-SNR Regional Office, California",Suspected Physical Attack,,0,2012-04-06 15:30:00,2012-04-06 15:30:00,2012-04-04 15:32:00
1149,2012-04-07 14:35:00,RFC,"Newark, Delaware",Physical Attack,0,0,2012-04-07 14:36:00,2012-04-07 14:36:00,2012-04-07 14:35:00
1150,2012-04-07 12:25:00,RFC,"Newark, Delaware",Physical Attack,0,0,2012-04-07 12:26:00,2012-04-07 12:26:00,2012-04-07 12:25:00
1151,2012-04-07 09:31:00,RFC,"Newark, Delaware",Physical Attack,0,0,2012-04-07 09:32:00,2012-04-07 09:32:00,2012-04-07 09:31:00
1152,2012-04-11 09:00:00,NPCC,"North Attleboro, Massachusetts ",Vandalism,0,0,2012-04-11 09:00:00,2012-04-11 09:00:00,2012-04-11 09:00:00
1153,2012-04-12 08:08:00,WECC,"Tacoma, Washington",Suspected Physical Attack,,0,2012-04-12 16:30:00,2012-04-12 16:30:00,2012-04-12 08:08:00
1154,2012-04-15 19:38:00,SERC,Georgia,Suspected Physical Attack,0,0,2012-04-15 21:26:00,2012-04-15 21:26:00,2012-04-15 19:38:00
1155,2012-04-16 15:46:00,RFC,"Southeast, Michigan",Severe Weather - High Winds,218,111393,2012-04-19 02:00:00,2012-04-19 02:00:00,2012-04-16 15:46:00
1156,2012-04-17 06:11:00,WECC,"San Diego County, California",Suspected Physical Attack,0,0,2012-04-17 17:48:00,2012-04-17 17:48:00,2012-04-17 06:11:00
1157,2012-04-19 07:53:00,WECC,"Tacoma, Washington",Suspected Physical Attack,,0,2012-04-19 16:00:00,2012-04-19 16:00:00,2012-04-19 07:53:00
1158,2012-04-20 14:27:00,TRE,"Metropolitan Houston, Texas",Severe Weather - Thunderstorms,,120377,2012-04-21 04:27:00,2012-04-21 04:27:00,2012-04-20 14:27:00
1159,2012-04-21 15:02:00,NPCC,"East Bridgewater, Massachusetts",Physical Attack,,0,2012-04-21 20:09:00,2012-04-21 20:09:00,2012-04-21 15:02:00
1160,2012-04-21 20:55:00,WECC,"Tacoma, Washington",Suspected Physical Attack,,0,2012-04-23 16:30:00,2012-04-23 16:30:00,2012-04-21 20:55:00
1161,2012-04-23 08:11:00,RFC,Northwest Indiana,Suspected Physical Attack,,0,2012-04-23 12:47:00,2012-04-23 12:47:00,2012-04-23 08:11:00
1162,2012-04-23 11:56:00,WECC,"Snohomish County, Washington",Suspected Physical Attack,,0,2012-04-23 15:35:00,2012-04-23 15:35:00,2012-04-23 11:56:00
1163,2012-05-07 12:50:00,NPCC,"Williston, Vermont",Vandalism,0,0,2012-05-07 14:00:00,2012-05-07 14:00:00,2012-05-07 12:50:00
1164,2012-05-07 17:45:00,RFC,Eastern Ohio,Load Shed/Severe Weather  - Lightning Storm,420,1,2012-05-07 18:06:00,2012-05-07 18:06:00,2012-05-07 17:45:00
1165,2012-05-11 11:05:00,WECC,"Lakewood, Washington",Vandalism,,0,2012-05-11 11:20:00,2012-05-11 11:20:00,2012-05-11 11:05:00
1166,2012-05-24 15:20:00,NPCC,"Tyngsborough, Massachusetts",Physical Attack,0,0,2012-05-25 17:29:00,2012-05-25 17:29:00,2012-05-24 15:20:00
1167,2012-05-29 18:30:00,WECC,"Alder Dam, Pierce County, Washington",Physical Attack,,0,2012-05-29 19:40:00,2012-05-29 19:40:00,2012-05-29 18:30:00
1168,2012-05-29 20:35:00,SPP,"Oklahoma City Metro Area, Oklahoma",Severe Weather - Thunderstorms,0,112000,2012-05-31 10:00:00,2012-05-31 10:00:00,2012-05-29 20:35:00
1169,2012-05-31 23:45:00,RFC,"Columbus, Ohio",Physical Attack,0,0,2012-06-01 04:30:00,2012-06-01 04:30:00,2012-05-31 23:45:00
1170,2012-06-02 07:30:00,WECC,"San Francisco, California",Vandalism,,0,2012-06-02 11:35:00,2012-06-02 11:35:00,2012-06-02 07:30:00
1171,2012-06-06 08:00:00,NPCC,"Delhi, New York",Vandalism,,0,2012-06-06 08:00:00,2012-06-06 08:00:00,2012-06-06 08:00:00
1172,2012-06-06 12:37:00,RFC,"Columbia Heights, NW, Washington DC",Vandalism,0,0,2012-06-06 12:37:00,2012-06-06 12:37:00,2012-06-06 12:37:00
1173,2012-06-08 17:20:00,WECC,"Denver Metro Area, Colorado",Load Shed,120,30379,2012-06-08 17:25:00,2012-06-08 17:25:00,2012-06-08 17:20:00
1174,2012-06-11 19:50:00,SERC,North/Central Alabama; North/Central Georgia,Severe Weather - Thunderstorms,368,110591,2012-06-12 15:00:00,2012-06-12 15:00:00,2012-06-11 19:50:00
1175,2012-06-12 15:57:00,TRE,"Houston, Texas",Severe Weather - Thunderstorms,920,175000,2012-06-14 04:57:00,2012-06-14 04:57:00,2012-06-12 15:57:00
1176,2012-06-13 16:55:00,WECC,"San Juan County, New Mexico",Vandalism,0,0,2012-06-13 22:09:00,2012-06-13 22:09:00,2012-06-13 16:55:00
1177,2012-06-19 04:30:00,MRO,"Minneapolis/St. Paul, Minnesota",Severe Weather - Thunderstorms,0,68200,2012-06-20 23:00:00,2012-06-20 23:00:00,2012-06-19 04:30:00
1178,2012-06-19 05:30:00,WECC,CAISO Territory California,Fuel Supply Deficiency (Water),0,0,2012-06-21 05:30:00,2012-06-21 05:30:00,2012-06-19 05:30:00
1179,2012-06-23 18:57:00,NPCC,"North Shore, Massachusetts",Load Shed,51,29250,2012-06-23 19:28:00,2012-06-23 19:28:00,2012-06-23 18:57:00
1180,2012-06-25 16:04:00,SERC,Central Virginia,Severe Weather - Wind & Rain,600,190000,2012-06-26 13:45:00,2012-06-26 13:45:00,2012-06-25 16:04:00
1181,2012-06-29 10:45:00,RFC,"New Castle, Delaware",Physical Attack,0,0,2012-06-29 10:45:00,2012-06-29 10:45:00,2012-06-29 10:45:00
1182,2012-06-29 12:10:00,,Puerto Rico,Equipment Trip & Failure,1800,900000,2012-06-29 17:02:00,2012-06-29 17:02:00,2012-06-29 12:10:00
1183,2012-06-29 14:10:00,RFC,"Dayton, Ohio",Severe Weather - Thunderstorms,500,175000,2012-07-04 18:00:00,2012-07-04 18:00:00,2012-06-29 14:10:00
1184,2012-06-29 16:00:00,RFC,Indiana; Michigan; Ohio; West Virginia,Severe Weather - Thunderstorms,0,1355919,2012-07-02 16:00:00,2012-07-02 16:00:00,2012-06-29 16:00:00
1185,2012-06-29 16:00:00,SERC,"Eastern, Arkansas",Public Appeal to Reduce Electricity Usage,45,7935,2012-06-29 21:00:00,2012-06-29 21:00:00,2012-06-29 16:00:00
1186,2012-06-29 17:15:00,RFC,Eastern Indiana; Northern Kentucky; Greater Cincinnati area Ohio,Severe Weather - Thunderstorms,2946,4645572,2012-07-02 23:59:00,2012-07-02 23:59:00,2012-06-29 17:15:00
1187,2012-06-29 18:24:00,RFC,West Virginia,Severe Weather - Thunderstorms,700,265000,2012-07-06 10:00:00,2012-07-06 10:00:00,2012-06-29 18:24:00
1188,2012-06-29 19:00:00,RFC,Maryland; West Virginia,Severe Weather - Thunderstorms,0,145000,2012-07-07 19:43:00,2012-07-07 19:43:00,2012-06-29 19:00:00
1189,2012-06-29 22:15:00,RFC,"Montgomery and Prince Georges Counties, Maryland; District of Columbia",Severe Weather - Thunderstorms,3000,425000,2012-07-05 12:52:00,2012-07-05 12:52:00,2012-06-29 22:15:00
1190,2012-06-29 22:29:00,SERC,Virginia,Severe Weather - Thunderstorms,5000,880000,2012-07-04 15:36:00,2012-07-04 15:36:00,2012-06-29 22:29:00
1191,2012-06-29 22:43:00,RFC,"Greater Baltimore area, Maryland",Severe Weather - Thunderstorms,1465,600000,2012-07-05 11:50:00,2012-07-05 11:50:00,2012-06-29 22:43:00
1192,2012-06-29 23:30:00,RFC,Northeast Illinois,Severe Weather - Thunderstorms,0,109000,2012-06-30 02:00:00,2012-06-30 02:00:00,2012-06-29 23:30:00
1193,2012-06-30 01:00:00,RFC,Delaware; Maryland,Severe Weather - Thunderstorms,0,86390,2012-07-03 01:00:00,2012-07-03 01:00:00,2012-06-30 01:00:00
1194,2012-06-30 01:15:00,RFC,Atlantic City Electric Service Territory New Jersey,Severe Weather - Thunderstorms,0,205000,2012-07-07 17:33:00,2012-07-07 17:33:00,2012-06-30 01:15:00
1195,2012-06-30 15:00:00,SERC,Northeast Tennessee,Public Appeal to Reduce Electricity Usage,0,0,2012-07-02 12:00:00,2012-07-02 12:00:00,2012-06-30 15:00:00
1196,2012-06-30 22:30:00,RFC,"Calvert, Charles, St. Mary's, Prince Georges Counties Maryland",Severe Weather - Thunderstorms,354,60000,2012-07-02 08:11:00,2012-07-02 08:11:00,2012-06-30 22:30:00
1197,2012-07-01 14:00:00,RFC,Illinois,Severe Weather - Thunderstorms,0,320000,2012-07-03 15:00:00,2012-07-03 15:00:00,2012-07-01 13:00:00-01:00
1198,2012-07-01 17:47:00,SERC,"Tarboro, North Carolina",Operational Failure; Storm Damage,48,6100,2012-07-01 23:00:00,2012-07-01 23:00:00,2012-07-01 16:47:00-01:00
1199,2012-07-01 18:45:00,SERC,"Northern, Central and Eastern North Carolina",Severe Weather  ,0,69106,2012-07-01 22:15:00,2012-07-01 22:15:00,2012-07-01 17:45:00-01:00
1200,2012-07-05 00:00:00,RFC,Lower Peninsula Michigan,Severe Weather - Thunderstorms,0,111000,2012-07-06 20:30:00,2012-07-06 20:30:00,2012-07-05 00:00:00
1201,2012-07-06 00:00:00,SERC,Northeast Tennessee,Severe Weather - Wind & Storms,,50001,2012-07-06 16:00:00,2012-07-06 16:00:00,2012-07-05 19:00:00-05:00
1202,2012-07-06 21:05:00,WECC,"Tacoma, Washington",Vandalism,,0,2012-07-06 15:06:00,2012-07-06 15:06:00,2012-07-06 15:05:00-06:00
1203,2012-07-07 11:00:00,WECC,CAISO California,Fuel Supply Deficiency (Water),0,0,2012-07-10 04:00:00,2012-07-10 04:00:00,2012-07-07 04:00:00-07:00
1204,2012-07-07 13:06:00,RFC,"Lower Valley, Central, Susquehanna Regions Pennsylvania",Severe Weather - Thunderstorms,,64500,2012-07-09 23:00:00,2012-07-09 23:00:00,2012-07-07 06:06:00-07:00
1205,2012-07-08 01:00:00,RFC,Central and Northern New Jersey,Severe Weather - Thunderstorms,,95400,2012-07-09 19:01:00,2012-07-09 19:01:00,2012-07-07 18:00:00-07:00
1206,2012-07-09 21:15:00,WECC,"Alberta, Canada",Energy Deficiency Alert,9896,0,2012-07-09 16:14:00,2012-07-09 16:14:00,2012-07-09 12:15:00-09:00
1207,2012-07-17 03:27:00,SPP,"Little Rock, Arkansas",Public Appeal to Reduce Energy Usage,,0,2012-07-16 12:29:00,2012-07-16 12:29:00,2012-07-16 11:27:00-16:00
1208,2012-07-19 08:16:00,RFC,"Southeast Ohio, Northern Kentucky, Southern Indiana",Severe Weather - Thunderstorms,480,103000,2012-07-19 23:58:00,2012-07-19 23:58:00,2012-07-18 14:16:00-18:00
1209,2012-07-19 10:20:00,RFC,Eastern Ohio,Severe Weather - Thunderstorms,0,67000,2012-07-18 19:05:00,2012-07-18 19:05:00,2012-07-18 16:20:00-18:00
1210,2012-07-19 17:00:00,RFC,Northern Illinois,Severe Weather - Thunderstorms,0,181000,2012-07-19 06:00:00,2012-07-19 06:00:00,2012-07-18 23:00:00-18:00
1211,2012-07-20 05:30:00,NPCC,"Niagara County, New York",Fuel Supply Deficiency (Coal),675,0,2012-07-31 11:00:00,2012-07-31 11:00:00,2012-07-19 10:30:00-19:00
1212,2012-07-20 07:32:00,RFC,"Newark, Delaware",Vandalism,,0,2012-07-19 12:33:00,2012-07-19 12:33:00,2012-07-19 12:32:00-19:00
